review,sentiment
"HOLLOW MAN is one of the better horror films of the past decade. The sub-plot is original and the main plot is even better. The special effects are brilliant and possibly the best I have ever seen in a horror film. Kevin Bacon proves again that he can handle any role that comes his way.<br /><br />Claude Rains shocked the world with THE INVISIBLE MAN in 1933, well now, Kevin Bacon has shocked *us* with HOLLOW MAN. One of the most thrilling horror films ever. The action is intense and the chills are true. You may actually find yourself jumping if you are watching it in the dark on a stormy night. The supporting cast includes Elizabeth Shue, Josh Brolin, Kim Dickens, Joey Slotnick, Greg Grunberg, and Mary Randle. All of whom do an exceptional job. <br /><br />---SPOILERS---<br /><br />Dr. Sebastian Caine (Kevin Bacon) and his team have discovered the secret to making someone invisible. After animal testings, they move on to human testing. But someone has to be the subject. Volenteering, Caine is turned invisible. But when his team is unable to bring back into visibility, Caine is driven mad by his condition as he seeks his revenge...*end spoilers*<br /><br />The film has created memorable shock sequences and is destined to become a classic well into the next century. Becoming the basis for a spoof joke in SCARY MOVIE 2, this film grabs you by the throat and never lets go. The first 45 minutes or so are slow, developing the characters and showing how their experiments work. The second half is exciting and appealing to most action and horror fans. Think of DEEP BLUE SEA. Then change the sharks into an crazy invisible man. And then change the water into fire and explosions. A rehashing of a killer shark movie. Interesting... HOLLOW MAN gets 5/5.",positive
"I guess that ""Gunslinger"" wasn't quite as god-awful as most of the movies that ""Mystery Science Theater 3000"" shows, but westerns just aren't Roger Corman's forte. Portraying Rose Hood (Beverly Garland) becoming sheriff in an Old West town after her sheriff husband gets murdered and having to fight off baddies, the movie is pretty predictable. John Ireland is Rose's new hubby, secretly working for unctuous Allison Hayes (yes, the 50-foot woman). Also appearing briefly is frequent Corman co-star Dick Miller as a mailman (Miller nowadays stars in Joe Dante's movies).<br /><br />I do wish to assert that you'll probably want to watch the ""MST3K"" version to really enjoy this movie. They had a great time with it.",negative
"To call a movie like ""Thinner"" bad is like calling the earth round or Pauly Shore un-talented. No news, but how they got that way is what people want to know.<br /><br />As far as this movie.... The book was good, even if it was a little derivative of other stories from the ""be careful what you wish for"" genre. Burke plays an overweight lawyer who kills the daughter of a gypsy and is cursed by her father (Constantine from TV's ""Room 222"") to several pounds a day. <br /><br />Like I said, it starts out good, but why involve the mobster (Mantegna)? Why fire automatic weapons so much? Why turn it into something so heavily dependent on FX? I thought it would have been much more effective if it focused more on the subtle ramifications of weight loss crazes, diseases, death, gypsy lore and such. <br /><br />But no, it's not to be. Remember, this is Stephen King we're talking about.<br /><br />And the ending... almost the same as the book, but a little too talky. In fact the whole movie talks too much, feeling it has to explain every plot turn to us. Not that I expected ""The Dead Zone"", but I could have done without another ""Pet Sematary"", thanks anyway.<br /><br />One star for at least trying to do a halfway decent makeup job. However, the rest of the movie is left to be... say it with me... ""Thinner"".",negative
"It's hard to believe that a movie this bad wasn't produced once, but four times! Most movies require a certain `suspension of reality' to enjoy, but this one takes it just too far. The basic scenario is an Air Force pilot who is shot down over a `Middle Eastern' country. The US government drags its feet in recovering him, leading the Pilot's son (Doug Masters) to attempt a rescue mission.<br /><br />The problem I have with the movie is that it depicts the US Air Force as one colossal joke. In the movie you'll find that Doug and his friends on the air base manage to secure two F-16's, all the munitions, the fuel, the Intel for the mission, and so on. Security on this base seems to be a joke. Nobody seems to have a problem that a sixteen-year-old kid is fully qualified to pilot an F-16!<br /><br />If that wasn't enough, you would think the producers would at least attempt to get the munitions right, since people like to see things `blow up'. Not so! Several times in the movie, Doug fires off AIM-9 Missiles on ground targets. AIM stands for `Air Intercept Missile', meaning a weapon used to strike targets in the AIR. He also fires off 15-20 missiles, where the maximum an F-16 can hold is 6 AIM-9's. The movie also lacks continuity. You'll see the aircraft configured with one set of munitions, and in the next scene, it has a totally different munitions package. Also, 20MM doesn't just completely destroy anything it touches! An F-16 will hold 500 rounds of 20MM, and it's mostly used for self-defense.<br /><br />I could go on forever with plot holes, flaws, and outright wrong information from the movie, but I won't bore you. If you're in the mood to see a good Air Force movie, your choices are rather slim. Most military movies deal either with the Army, Navy or Marines. Until Hollywood can come up with an Air Force movie on the lines of `Saving Private Ryan' or `A Few Good Men', we'll be forced to watch movies like the `Iron Eagle' series.<br /><br />",negative
"This is the last time I rent a video without checking in at the IMDB reviews. The Limey is directed by Steven Soderbergh who also wrote wrote the truly awful Nightwatch with Ewan Macgregor and directed such trash as Out of Sight with the anti-talented Jennifer Lopez. Terence Stamp is a fine actor and it is a shame he involved himself in such a bad film. There is frequent confusing editing that seems like it was a last minute decision in order to make up for the lack or story, filming and just plain common sense. This film does everything wrong. What were they thinking?",negative
"We showed this movie at the local Film Society, and the art-house crowd had the time of their cinematic lives. It's tasteless, groovy and very funny in a sixties kind of way. The Kraft Kitchen recipe sketch had them laughing like maniacs. The rest is a mixed bag, but the highs definitely beat the lows. By the way, whatever happened to Ken Shapiro??",positive
"From reading the back of the box my first thought was that this is probably a knock off of Saw 2. I couldn't be further from the truth. It seemed to me like they gave somebody with downsyndrom a camera phone and $10.00 and told them to make a movie. The plot didn't exist and neither did the acting. It was almost as if I was watching a silent film about grass growing. It didn't surprise me at all to find out later that the entire film was ""improvised"". By the end of this ""film"" I had lost the will to live and I may have gotten AIDS just from viewing this piece of cinematic crap. It was about 70 minutes that I could have spent doing something that was less painful. Like jumping off of a building.",negative
"Unfortunately, this movie never made it to DVD. I saw it when it was first released to the theaters in 1983, and then again when the VHS was released in 1992. When I recently saw a VHS copy at a flea market, I immediately bought it. I was not disappointed. First, the obvious: Claudia Ohana is beautiful and a joy to behold. But then, the film takes you into an unreal world where you have to reflect on your values and decide what is really important to you. The movie is about a lot of things. It is about how the World Bank and large corporations exploit and enslave developing countries with their capitalist schemes to force them into a debt that they can never repay. It is about how our economic system exploits us by forcing us into debt with credit cards, mortgage, and car payment. It is about trying to save an innocence that maybe we have never really had and maybe we cannot really save. It is about good and evil and about how hard it is sometimes to tell one from the other. It raises a lot of questions but does not give answers. I think sometimes this is good. For this reason, this is a film really worth saving and seeing.",positive
"Since others have complained about putting Sherlock Holmes into a contemporary setting, I won't do that. Basil Rathbone could have fit in in any era with that voice, that savoir faire. This is a nicely put together mystery based loosely on ""The Dancing Men,"" one of the best of Conan-Doyle's stories. Instead of the original plot, it makes the men part of a Nazi plot. Holmes becomes a spokesman for the British war effort. His adversary is Moriarity, who seems to die frequently enough to rival the central figure in the Friday 13th films. He is certainly creative, but the Rathbone Holmes is unflappable. Watson is just along for the ride in this one. He isn't given much stupidity to spout in this film and that's a real plus. The plot is complex enough to keep ones interest. There is a concluding speech that is almost a parody of itself. But then I can't be critical of a time and nation that was under great duress. If they needed to call in Holmes, so be it.",positive
"A young theater actress reluctantly accepts her first major part in a staged play as Lady Macbeth thanks to the mishap of the production's diva falling in front of a moving car. A success winning her accolades, Betty(Christina Marsillach)finds instead horror as the one responsible for getting her to this point terrorizes her in cruel ways.<br /><br />First her stage manager boyfriend, Stefano(William McNamara)is viciously stabbed with a knife while she has to watch, rope-tied to a pillar in his uncle's vast mansion, keeping her eyes from closing thanks to needles scotch-taped under her eyes, with pricking a result if she blinks. Allowing her to escape, Betty again finds herself in this unfortunate position, when a specific gold chain is found on her Lady Macbeth wardrobe that had been torn to shreds by the madman after killing a series of crows which escaped from their cage in the equipment room, by the clothing designer who is first knocked to the floor by an iron and subsequently stabbed heinously by a pair of scissors(..to cap off this nasty scene, the chain falls into her throat with the killer having to cut open her throat to find it; while not specifically elaborating this act, Dario uses the ripping sound of the scissors for optimum effect with the camera often retreating back to the victim's dead face). Having nowhere to turn, Inspector Alan Santini(Urbano Barberini, playing him cold and bland at Dario's request)promises to catch the psycho as Betty relies on her few remaining friends for comfort, the theater director Marco(Ian Charleson, of GHANDI & CHARIOTS OF FIRE who would later die of AIDS;A sad footnote, Dario revealed in an interview that Charleson informed him at the end of the shoot that he was HIV positive)attempting the stage after a successful horror movie career despite being rejected by critics, and pal Mira(Daria Nicolodi, Dario's former squeeze), her agent and confident. But, the serial killer is quite driven and a showdown between them will, of course, occur in the theater as Marco has added an interesting change to the production using the crows at his disposal.<br /><br />I think this is Dario at his most savage & nihilistic. Although he has certainly made later gruesome films(..such as his Masters of Horror entries and SLEEPLESS would suggest), this film really ups the ante in pure violence towards the victims of the psychopath. His method of forcing Betty to watch was admittedly a gag by Dario regarding the type of audience who like to look away from the more horrific parts of horror movies. I found myself rubbing my eyes every time she just has to blink(..brilliantly, Dario shoots the pricking from point-of-view achieving a tormenting effect from our perspective as if we were the ones with the scotch taped needles holding our eyes open). I like how Dario will show the widened eyes of Betty, horrified at what she's being forced into watching, as little blood tears down the needles when she has no choice but blink. The photographic work of Ronnie Taylor is impeccable, such as the crow's point-of-view shot in the theater at the end as it searches for the killer. Or, when the camera ""travels"" through rooms in the theater following the killer who wishes to see his muse from a box seat. Or, the dream sequence where we are taken into Betty's memory of an event regarding her mother's death by a certain killer, donning the same mask and gloves as the one causing her trauma at present. The highlight, in my opinion, is the peephole bullet-fire sequence, masterly staged by all involved as the camera follows a bullet which shoots through the eye of a victim, exploding from the back of her head, going through a telephone Betty planned to use to call for help. We even get a crow pecking the eyeball from the killer(..to add to this vicious scene, the crow is shown with the eyeball rolling around in it's beak). Only aspect I didn't care for, often pointed out by naysayers of the film, is the ""final"" ending which I personally felt was a bit unnecessary, but I guess Dario wanted to point out that Betty was indeed not like her mother, a woman with sadomasochistic tendencies which, in a twist, relate to why the killer torments our heroine. The rock music used during the violent scenes didn't bother me, because I felt that those moments of wicked graphic attacks needed a jarring thud which heavy metal can often provide.",positive
"OK, so I'm not usually one that runs out and rents foreign movies...especially foreign dark comedies. I think I can count on one hand the number of films that I found genuinely hilarious from beginning to end. This movie will be added to the short list. Even dark comedies right out of Hollywood sometimes turn me off because they require an incredibly dry sense of humor. But this one had my eyes welling up with tears. My sides hurt. I haven't laughed that hard in a long time. This movie was recommended by my mother and I don't think I would have even dreamed of watching it had she not raved about it. Don't be afraid of having to read during your movie - you'll miss out on a hilariously well-acted flick.",positive
"It begins on a nice note only to falter quickly and let down expectations.<br /><br />Mac (Akshay Kumar) and Sam's (John Abraham) characters are not properly built before Mac's boss decides to hitch him with three air hostess. Rest of the drama is about how Mac, Sam and Uncle Mambo (Paresh Rawal) deal with situations which at times seem forced.<br /><br />About the cast, Paresh Rawal is a very talented actor, I thought was wasted in the role of a moody cook. Akshay Kumar is tolerable, John Abraham is very bad keeps stumbling over furniture & Rajpal Yadav is the only saving grace in the movie. <br /><br />The second half of the movie is funny at times, but in all a DUD (songs are boring) and a major let down if you are hoping for some wholesome entertainment and comedy.",negative
"... so what's in those missing 10 minutes that were so horrible they had to cut them out from the original film? We were three years into the film production code... Barbara Stanwyck had starred in the original play, but here, Carole Lombard plays Maggie King. Co star Fred MacMurray is probably best known for ""Double Indemnity"", with Stanwyck, as well as his hit TV show ""My Three Sons"". Keep an eye out for a young Dorothy Lamour (Bob Hope movies) and the too-fabulous Franklin Pangborn, who spiced up just about every film put on tape. Of course, he works in the beauty salon on the ship! Add the sublime Charles Butterworth and Anthony Quinn. Good timing and clever banter at the beginning. Maggie's buddy Ella is played by Jean Dixon, who was the best friend in ""Holiday"" and ""My Man Godfrey"". In ""Swing High"", Maggie the tourist meets a soldier who is leaving the army. Maggie misses her boat when it leaves port and gets tangled up with the soldier. The dashing 20-something Quinn has a small scene at the local bar in Panama where Johnson (MacMurray) has been playing the trumpet. Maggie, Harry (Butterworth), and Skid band together and try to figure out how to get back to the States. Some good singing by Lamour. Good (but brief) acting performance by Cecil Cunningham as ""Murph"", the wise, helpful owner of the local saloon in Panama. While others have lamented at how bad it is, it wasn't so awful, and is even a little exotic, with the fake Central America locale setting for the first half of the film.",positive
"There may be spoilers!<br /><br />Charlie Fineman (Adam Sandler), who lost his family in a tragedy, (the terrorist attacks of Sept. 11), still grieves over their deaths. He runs into his former college roommate, Alan Johnson (Don Cheadle), and the two rekindle their friendship. Alan vows to help his old friend come to terms with the terrible loss. This is a simplification of the basic story of Reign Over Me. <br /><br />This movie is, however, a story of how fate intercedes in our lives when we ourselves may be powerless do any thing about our own states of being. Alan is stuck in a life that he knows is no longer fulfilling. He feels friendless and out of touch with his own reality. He is unable to communicate with his wife and his associates at work. He can't express his feelings and as a result feels lost and distant from his own world. He chances upon Charlie on the streets of Manhattan while driving from his job. Eventually he meets and discovers that Charlie, (who originally does not remember Alan), is living in a false reality of his own. Charlie has gone back to a time in his life when he had no family. He lives as if he were still a student playing in a rock band, collecting vinyl records of the 60s and 70s bands, and playing video games. He has escaped to a better and safer time in his life where there are no bad guys and he has a lot less to lose. Everyone in this movie is affected in some way by the tragedy that has affected Charlie and his remission to a formerly different and better (?) place. His landlady is his protector and great enabler. His in-laws are subtracted from his life because they would take him back to the reality that his family is now gone from his life. And Alan is most affected by him because Alan wants to, (in at first a selfish desire to escape from his own reality) to be with Charlie as a means to subtract himself from his own stifled reality and then he wants to find a way to help Charlie begin to recover from his self-induced guilt and denial of loss. It is through this relationship that not only is Charlie able to begin to heal himself but that Alan, in fact, learns to communicate and sate his true desires with his associates at work and, eventually, is able to admit to his wife he has not been able to communicate his real feelings to her but that he strongly wants to because he does love her. It is in fact a poignant moment in the film when the stuff has hit the fan and Charlie is being confronted with the reality of being put away that he and Alan are talking about the situation together over ""Chinese"" that Charlie states that he is in fact worried about Alan and not himself. <br /><br />This movie will, if you let it, take you through a river of emotions and leave you thinking. It will have you laughing at how Charlie uses his words, like people really do in everyday life, to make a comical statement of fact about a real situation. It will leave you on the verge of tears, (in my case actual tears), when Charlie confronts his grief and begins to come to grips with his tremendous loss. And that in fact the tragic reality is his guilt and loss has really never left him and he dealt with it in the only way he knew: denial. It will make you curse at the cold, unthinking actions of a young prosecutor trying to win his ""case"", (as I actually did at Charlie's hearing!) And it will make you smile at the commonsense of a old and wise, stern judge, (Donald Sutherland who is great at his short distinct role and gives the best performance of a wise, stern person in the legal profession since Wilford Brimley played an Assistant Attorney General in Absence of Malice.)<br /><br />This movie was also amazing to me for a few other reasons: (1) I never looked at my watch once during the showing of the film. Which means it had me from the beginning to the end, (2) Although the cast was interracial, this fact was not important to the playing out of the roles of the characters in the film. Race was a non-factor to the performance of the roles in this movie. Amazing people can actually interact with out this fact being brought out! and (3) the only real reference to 9/11 is when Charlie's financial attorney refers to the tragedy of Charlie's loss as ""what Charlie had become on 9/12"". Time will be the true test of how this movie will stand out in the future but if the purpose of a movie is not to just entertain but to make one think and have that movie stay with you long after you leave the theatre then Reign Over Me succeeded phenomenally as far as I am concerned. I have not yet forgotten this wonderful thought provoking film and I will wait impatiently for the day I can purchase it as a DVD.",positive
"Another tiresome bore from Anthony Minghella, who seems to thrive on these big bloated super-productions that take over two and a half hours to do what any reasonable filmmaker would do in about ninety minutes.<br /><br />The story centers on Inman (a somnambulent Jude Law), who goes off to the Civil War having just barely started a sort-of romance with Nicole Kidman, a Preacher's Daughter who has recently arrived in the prettily photographed backwater town. The story cuts back and forth between Inman's trials and tribulations at war (which is, guess what boys and girls? HELL!!) and Kidman's trials and tribulations back at home (which are, very predictably, incredibly boring). Renee Zellwegger appears on Kidman's farm to help Kidman get it back into shape after Kidman's saintly Daddy dies of Inconvenient Character Disease. Zellwegger acts all squinty and bossy in that Granny Clampett kind of way, dispensing enough Tough Love and Homespun Wisdom to turn the stomach of even the hardiest watcher of Touched By An Angel.<br /><br />This film is, quite simply, excruciating. Avoid it like the big bloated Oscar-bait Bogus Pretentious Literary Adaptation nonsense that it is.",negative
"I caught this a few months ago on Family Channel, and having some memories of the TV show from my youth, decided to watch it along with my 4 year old daughter. I should have got some psychedelic mushrooms to go along with it, 'cause this is just bizarre! Not only is it a musical with annoyingly forgettable tunes, the requisite cheesy effects and cameos by stars long past their collective primes, it seems to have been produced as somebody's good acid trip. Talking flutes, British children far too old for this kind of crap... in the words of Krusty the Klown ""uuuuuugggghhhhh! What was I on?"" If you're a huge fan of the whole Sid and Marty Krofft oeuvre, go for it; otherwise, unless you're willing to get looped before watching, stay far, far, FAR away.",negative
"A number of Richard Attenborough's films as director have been biographies of major historical figures- ""Young Winston"", ""Gandhi"", ""Chaplin"". ""Grey Owl"" is also a filmed biography of a historical individual, but in this case Attenborough's subject is a much more obscure character.<br /><br />Grey Owl was a Canadian writer of the 1920s and 1930s who promoted the ideas of environmentalism and nature conservation at a time when these causes were less fashionable than they are today. He was widely believed to be an American Indian; the story he told about himself was that he had been born in Mexico to a Scottish father and Apache mother and had emigrated to Canada where he had been adopted as a member of the Ojibway tribe. He lived in a cabin by a lake in a remote part of the Canadian wilderness, where he earned a living as a trapper. He toured Britain twice, in 1935 and 1937, to promote his books and to give lectures on conservationism, and achieved great success, even being introduced to the Royal Family. (During one of these tours Attenborough, then a teenager, saw Grey Owl at the London Palladium theatre). After his death in 1938, however, it was revealed that he had not been who he claimed to be; his real name was Archibald Belaney, and he had been born in the English seaside town of Hastings.<br /><br />The film departs somewhat from the facts of Grey Owl's life. In a scene set in 1934 he states that he is 41 years old; in reality, he was born in 1888 so would have been 46 in that year. (46 would have been Pierce Brosnan's age when the film was made, so I am not sure why this change was made). Numerous events are compressed into the last four years of Grey Owl's life (1934-1938). In the film it is during this period that he meets and marries Gertrude Bernard whom he called Anahareo; in reality, he met and married Gertrude as early as 1925. The film also omits the fact that they were divorced in 1936 and that Grey Owl remarried shortly before his death.<br /><br />The revelation of Grey Owl's true identity adversely affected his posthumous reputation, and he was dismissed as a ""fraud"". His supposed deceit was even used to discredit the causes which he had championed. Richard Attenborough, however, takes a more sympathetic view of his achievements. One of the themes explored by the film is the question of ethnic identity. Although the erstwhile Archibald Belaney was not a Canadian Indian by birth, there is no doubt that he had a deep knowledge of Ojibway culture and lore and that he spoke their language fluently. He was accepted by the Ojibway as a member of their tribe. It therefore seems unfair to describe his claim to a Native North American identity as being a fraudulent one, merely because it was an identity he had chosen rather than one he had been born into.<br /><br />According to the film, Grey Owl's wife Gertrude was herself of Indian descent, but came from a family which had been assimilated into white Canadian culture. Her marriage can therefore be seen as her reclamation of her family's original cultural heritage. She was clearly influenced by her husband, but she also had an influence on him, persuading him to give up his work as a fur trapper as she had moral objections to killing animals for their fur.<br /><br />One criticism made of the film is that Pierce Brosnan is ""miscast"" as the hero, a criticism which seems to be rooted in the preconception that Brosnan can only play action heroes in the James Bond mould. It seems to me, however, that Brosnan may deliberately have taken this role in order to avoid being typecast, the taciturn backwoodsman Grey Owl being about as far from the suave, sophisticated agent Bond as one can get. The original Bond, Sean Connery, also seems to have deliberately opted for contrasting roles when he appeared in films like ""The Hill"" or ""The Molly Maguires"". Brosnan is in fact very good in this role, although I would agree with those who found Annie Galipeau weak as Gertrude.<br /><br />Another frequently-voiced criticism with which I would not agree is that the film is ""boring"". Certainly, it is not an action film like the Bonds, nor is it a great epic biopic like ""Gandhi"", and it may indeed seem boring to those who were expecting it to be either the one or the other. It is however, likely to please anyone with an interest in the early days of the conservationist movement or the philosophical implications of national and ethnic identity. The scenes of the Canadian forests are also beautifully photographed. Richard Attenborough has done us a service by helping to revive interest in this half-forgotten but fascinating figure. 7/10",positive
"This is a extremely well-made film. The acting, script and camera-work are all first-rate. The music is good, too, though it is mostly early in the film, when things are still relatively cheery. There are no really superstars in the cast, though several faces will be familiar. The entire cast does an excellent job with the script.<br /><br />But it is hard to watch, because there is no good end to a situation like the one presented. It is now fashionable to blame the British for setting Hindus and Muslims against each other, and then cruelly separating them into two countries. There is some merit in this view, but it's also true that no one forced Hindus and Muslims in the region to mistreat each other as they did around the time of partition. It seems more likely that the British simply saw the tensions between the religions and were clever enough to exploit them to their own ends.<br /><br />The result is that there is much cruelty and inhumanity in the situation and this is very unpleasant to remember and to see on the screen. But it is never painted as a black-and-white case. There is baseness and nobility on both sides, and also the hope for change in the younger generation.<br /><br />There is redemption of a sort, in the end, when Puro has to make a hard choice between a man who has ruined her life, but also truly loved her, and her family which has disowned her, then later come looking for her. But by that point, she has no option that is without great pain for her.<br /><br />This film carries the message that both Muslims and Hindus have their grave faults, and also that both can be dignified and caring people. The reality of partition makes that realisation all the more wrenching, since there can never be real reconciliation across the India/Pakistan border. In that sense, it is similar to ""Mr & Mrs Iyer"".<br /><br />In the end, we were glad to have seen the film, even though the resolution was heartbreaking. If the UK and US could deal with their own histories of racism with this kind of frankness, they would certainly be better off.",positive
"I watched this movie last night on one of the pay-per-view channels, and while watching it I quickly wondered why I bothered. In all honesty I really did expect something more from this film. Maybe something along the lines of 'Conspiracy Theory'. Why? Maybe because of the casting. I mean, Nicolas Cage and Harvey Keitel, after all. Not to mention Jon Voight and Christopher Plummer. Now I'm wondering, why did they bother? But instead of an absorbing action cum mystery drama I was caught up in a pastiche of breakneck silliness a là 'The Goonies', which to my great surprise appears to have garnered some actual critical praise. Perhaps it's because 'The Goonies' was clearly targeted toward the pre-teen and teen audiences. Whereas 'National Treasure', judging from the previews, was seriously intended to appeal to an adult audience.<br /><br />Suspension of disbelief is one thing. It's how one can enjoy sci-fi and horror. But I found myself actually resisting the heaping tablespoons of paranoid and conspiracy-laden tripe being shoved at the audience. Oh, the screenwriter threw around all the jargon intended to evoke a sense of serious engaged wonderment. ""Wow! The Masons. The Knights Templars. You know, this could really be true!"" I think the writer really lost me when Gates said the Founding Fathers hid the treasure to keep it out of the hands of the British! And just were did the Knights Templar come from? New Jersey? Oh, I forget. From France! Which goes a long way to explain how it ended up in Philadelphia during the Revolution. It was brought there by agents of Napoleon! Anyway, you see what I'm getting at. The premise of the movie is interesting. And I really do think it could have succeeded as a serious mystery drama. But it just comes off as another kid flick in grown-up clothing. In the end I think it asks the audience not simply to suspend belief but to render itself willfully ignorant to an insulting degree.<br /><br />I've just finished watching several items by Werner Herzog and Istvan Szabo. It's a shock to switch from fine dining to Hollywood Big Mac and fries.<br /><br />Okay, okay. If you pant over chases, explosions, and 'gee-whiz' gimmickry you'll enjoy 'National Treasure'. But it's the sort of movie, well, have you ever stood outside a cinema waiting to get in while the previous audience comes out? And all the young kids are talking excitedly among themselves and saying things like, ""Wow! Did you see how that thing blew up? That was so cool!"" 'National Treasure' is that kind of movie.",negative
"How anyone can praise this crude film version after seeing the marvelous WATERLOO BRIDGE with Vivien Leigh and Robert Taylor, is beyond comprehension.<br /><br />MAE CLARKE's Myra is a far cry from the role as played by VIVIEN LEIGH in the remake. She plays a common American girl with a Brooklyn accent and the ""Yeah"" responses are a bit jarring when one is expecting a less coarse character. DOUGLASS MONTGOMERY (billed in final credits as KENT DOUGLASS) is wildly improbable as a soldier smitten with her no matter how many times she lets him down. BETTE DAVIS has a nothing role in a bit part.<br /><br />Their melodramatic confrontations during the last twenty minutes of the film are beyond belief (extravagant bits of overacting)--even given the fact that this is a cruder version of the story when sound was only a few years old and silent acting was still the rage.<br /><br />Just awful. And it ends abruptly with Clarke losing her life during a bombing on the bridge. The End.<br /><br />It has none of the beautifully shaded performances in the MGM remake of 1940, including a sterling supporting cast. Instead, this one is mounted with low-budget production values (and I mean a shoe-string budget) with no subtlety at all. And there's no pre-code braveness in the scene where Myra tells the aristocratic lady why she must not marry her son, Roy. She simply says, ""I picked him up on Waterloo Bridge."" Explanation over. Nothing bold there.<br /><br />Summing up: For once, the original is not the best version by any means. VIVIEN LEIGH and ROBERT TAYLOR have never been surpassed as Myra and Roy in the tender, exquisitely acted 1940 film classic.",negative
"I originally saw this film years ago during Cinemax Friday after dark series(back when the cable box was built like a keyboard),and it intrigued me. Even though there is a pointless aspect to the film it is well acted.The performances of Depardieu & Dewaere are very enjoyable.They have a good chemistry together & Miou-Miou makes a pink fur look breathtaking.A movie like this probably wouldn't be made in these politically correct times(at least not in the US), since it seems to sensationalize things like violence,robbery,& casual sex. This movie proves that with a talented cast & also talented directing a good movie is a good movie no matter the subject.It saddened me to find out Patrick Dewaere committed suicide & in the near future I,ll will check him out with Depardieu & Miou-Miou in Get Out Your Hankerchief.",positive
"There are plenty of reviews that describe this movie as the worst ever made. For sure there are plenty of mistakes: lackluster acting, rather boring and cliched and at times paradoxical script, and the stock B-movie sound and ""special"" effects. As noted, there are plenty of glosses of plot, making _Cave Dwellers_ a tissue of fantasy film, especially in comparison with the Lord of the Rings trilogy. However, this movie is not the worst movie ever. Most, if not all, (including this review) of these reviews are written by fans of MSTK3. Therefore, many of these reviews are pretty much summaries of the MSTK3 episode of _Cave Dwellers_.<br /><br />In the episode, Joel, Tom Servo, and Crow remark to the Mad Scientists that this is the worst movie ever sent to them. Of course, loyal fans have taken this quote and ran with it. I have found this movie endearing-not in a way that one finds _Forrest Gump_ endearing-but in the effort put into this movie by some the cast. Also, this movie is laughable without its MSTK3 treatment. That is because _Cave Dwellers_ does not take itself seriously, and it is not trying to import into its viewers some sort of righteous theme. For all of the monster puppets, medieval hang gliding, and continuity lapses-this movie does not advertise to be any more that what it is, a shallow depiction of a rather shallow genre.<br /><br />Likewise, I can't bring myself to hate Miles O'Keeffe or Lisa Foster. Instead this hatred is for Coleman Francis, Tony Cardoza, Jennifer Lopez, Arch Hall, Jr., and so on.<br /><br />",negative
"Best Years of Our Lives perfectly captures the era of my youth, and the feelings of that time. The cast was uniformly wonderful. This was possibly Dana Andrews best role of his career and he should also have been nominated for an Academy Award. There are so many wonderful scenes in this movie it is almost impossible to list them all. The cinematography is among the best of any film. This movie is a time capsule of what is was like in the 1940's. A must see movie for any true movie fan. Some critics have said this movie has aged. I disagree. The theme of human desires is timeless. And the obstacles faced by veterans returning from war will always be with us. This is just a great movie - one that can be watched over and over again.",positive
"I neglected this film when I used to go to the movie store but then the curiosity got to me and I decided to check it out. I loved it!!! The movie starts off with Judy and Jay heading for a Halloween party at the abandoned funeral parlor Hull House. Then we meet a few more characters, Angela and Suzzanne ( the hosts), Frannie, Max, Rodger, Sal and Helen. Then of course they start to party and when they''re really in the mood they decide to have a séance which awakens a demon. The demon possesses Angela and she starts her gruesome slaughtering. Will they survive the Night of the Demons.<br /><br />The movie was overall great. The gore was fine but the nudity provided by Linnea Quigley (Trash from ROTLD) once again screws it. I never was a fan of hers and never will be.",positive
"Dark Wolf (Quick Review) Let's get right to it: This is a repugnant piece of rotting roadkill with cow sh*t on it. It's just an awful movie. It's an urban werewolf movie with some of the worst acting imaginable and a story as weak as any gangly nerd from an 80's high school drama film. What's worse is that poor Kane Hodder was duped into playing the gigantic evil werewolf. Kane f*cking Hodder. Someone's trying to ensure that playing Jason Voorhees is the height of his film career...<br /><br />Anyway, former Playmate Jaime Bergman is also in the movie and she eventually becomes a werewolf, too. It's kind of a crappy cop drama with the world's worst looking werewolf in it. But it does have moments of near-rampant nudity. But that's about all. Want to know more? Okay, the werewolf is generally an ugly-looking black blur zipping around the screen. And when we're privileged enough to actually see a transformation sequence, we're presented with something that resembles a full-motion video from a video game made during the early stages of the Playstation. The first Playstation. The CG animation is really that primitive. Only good for horror hardcore fanatics that want to see small moments of nudity surrounded by rampant visual vomit. 2/10<br /><br />www.ResidentHazard.com",negative
